word,part of speech,definition,explanation,etymology (comma-separated)
Nekgesunteon,Noun,"Enfermedad, dolencia",,
Nekgesuntideon,Adjective,Enfermo,,
Nekgesuntigurmeon,Noun,Ambulancia,,"Nek,gesunt,gurm"
Nekgesuntiulideon,Adjective,Enfermizo,,
Nekglahadideon,Adjective,Incomparable,,
Nekguramasheon,Noun,Desorganización,,
Nekguramashirian,Verb,Desorganizar,,
Nekhabeon,Noun,Carencia,,
Nekhabirian,Verb,Carecer,,
Nekhapemaon,Noun,Desgraciado,,
Nekhapideon,Adjective,"Infeliz, desgraciado",,
Nekhapin,Adverb,Desgraciadamente,,
Nekhapumeon,Noun,"Desgracia, desastre",,
Nekhardeon,Noun,Blandeza,,
Nekhardideon,Adjective,Blando,,
Nekhardirian,Verb,Ablandar,,
Nekharduteon,Noun,Flacidez,,
Nekhardutideon,Adjective,Flácido,,
Nekhartachemaon,Noun,Cobarde,,
Nekhartacheon,Noun,Cobardía,,
Nekhartachideon,Adjective,"Miedoso, cobarde",,
Nekhelpeon,Noun,"Impedimento, estorbo",,
Nekhelpirian,Verb,"Estorbar, impedir",,
Nekhenseon,Noun,Revelación,,
Nekhensirian,Verb,Revelar,,
Nekhochideon,Adjective,Bajo,,
Nekhopeon,Noun,Desesperanza,,
Nekhopirian,Verb,Desesperar (dejar de tener esperanzas),,
Nekhumanideon,Adjective,"Inhumano, infrahumano",,
Nekichonadideon,Adjective,Independiente,,
Nekideon,Adjective,Negativo,,
Nekikataenadideon,Adjective,Inidentificable,,
Nekingeon,Noun,Negación,,
Nekirian,Verb,Negar,,
Nekkalasneon,Noun,"Enfriamiento, refrigeración",,
Nekkalasnirian,Verb,"Enfriar, refrigerar",,
Nekkalekeon,Noun,Frescura,,
Nekkalekkideon,Adjective,Fresco,,
Nekkaleon,Noun,"Frío, frialdad",,
Nekkalideon,Adjective,Frío,,
Nekkalin,Adverb,Fríamente,,
Nekkalirian,Verb,Tener (hacer) frío,,
Nekkalonteon,Noun,"Nevera, frigorífico",,
Nekkaosemeon,Noun,Descubridor,,
Nekkaoseon,Noun,Descubrimiento,,
Nekkaosirian,Verb,Descubrir,,
Nekkaoskarteon,Noun,Góndola (tren),,
Nekkechosupirian,Verb,Disociar,,
Nekkefomeon,Noun,Incomodidad,,
Nekkefomideon,Adjective,Incómodo,,
Nekkefomirian,Verb,Incomodar,,
Nekkelideon,Adjective,Separado,,
Nekkelirian,Verb,Separar,,
Nekkelplatseon,Noun,Separación,,
Nekketlirbideon,Adjective,"Provisional, temporal",,
Nekklakeon,Noun,Demolición,,
Nekklakirian,Verb,Demoler,,
Nekklinemeon,Noun,"Suciedad, mugre",,
Nekklinideon,Adjective,Sucio,,
Nekklinirian,Verb,"Ensuciar, manchar",,
Nekklinumideon,Adjective,Inmundo,,
Nekkonfirian,Verb,Desmentir,,
Nekkonfiteon,Noun,Abjuración,,
Nekkonfitirian,Verb,Abjurar,,
Nekkordirian,Verb,"Desenlazar, desatar",,
Nekkredadideon,Adjective,Increíble,,
Nekkredadin,Adverb,Increíblemente,,
Nekkrederbideon,Adjective,Inverosímil,,
Nekkrediuleon,Adjective,Incredulidad,,
Nekkrediulideon,Adjective,Incrédulo,,
Neklaboriulemeon,Noun,Haragán,,
Neklaboriuleon,Noun,"Pereza, vagancia",,
Neklaboriulideon,Adjective,"Perezoso, vago",,
Neklarmeon,Noun,"Anormalidad, anomalía",,
Neklarmideon,Adjective,"Anormal, anómalo",,
Neklenbadideon,Adjective,Inhabitable,,
Nekleyideon,Adjective,Ilegal,,
Neklisegeon,Noun,Diferencia,,
Neklisegideon,Adjective,"Distinto, diferente",,
Neklisegirian,Verb,Diferir,,
Neklodeon,Noun,Descarga,,
Neklodirian,Verb,Descargar,,
Neklongeon,Noun,Abreviación,,
Neklongideon,Adjective,"Abreviado, acortado",,
Neklongideon,Adjective,"Corto, breve",,
Neklongin,Adverb,Cortamente,,
Neklongirian,Verb,Abreviar,,
Neklumeon,Noun,Oscuridad,,
Neklumideon,Adjective,Oscuro,,
Neklumirian,Verb,Oscurecer,,
Neklusteon,Noun,Desánimo,,
Neklustideon,Adjective,Desanimado,,
Neklustirian,Verb,Desanimar,,
Nekmalsirian,Verb,"Desvestir, quitar ropa",,
Neknamenideon,Adjective,Insignificante,,
Nekneobemeon,Noun,Antigüedad,,
Nekneobeon,Noun,"Antigüedad, vejez",,
Nekneobideon,Adjective,"Antiguo, viejo",,
Nekneobirian,Verb,Envejecer,,
Nekneobirideon,Adjective,Envejecido,,
Neknesideon,Adjective,Innecesario,,
Neknofirian,Verb,"Desabotonar, desabrochar",,
Nekobladadideon,Adjective,Incontrolable,,
Nekoboedeon,Noun,Desobediencia,,
Nekoboedirian,Verb,Desobedecer,,
Nekoboediulideon,Adjective,Desobediente,,
Nekoftemeon,Noun,Rareza (frecuencia),,
Nekofteon,Noun,Rareza (frecuencia),,
Nekoftideon,Adjective,Irregular,,
Nekoftideon,Adjective,Raro (frecuencia),,
Nekoftin,Adverb,Raramente (frecuencia),,
Nekogin,Adverb,Ni siquiera,,
Nekokazinpe x,Expression,Si x no hubiera pasado,,
Nekomoyasnirian,Verb,"Aligerar, alivianar",,
Nekomoyideon,Adjective,"Ligero, liviano",,
Nekonestideon,Adjective,Deshonesto,,
Nekonestin,Adverb,Deshonestamente,,
Nekopirideon,Adjective,Privado,,
Nekordeon,Noun,Desorden,,
Nekordideon,Adjective,Desordenado,,
Nekordirian,Verb,Desordenar,,
Nekordiulideon,Adjective,Desordenado,,
Nekpauriulateon,Noun,Valentía,,
Nekpauriuleon,Noun,Valor,,
Nekpauriulideon,Adjective,"Valiente, valeroso",,
Nekpayadideon,Adjective,Impagable,,
Nekpayideon,Adjective,Impago,,
Nekpayiesideon,Adjective,Impagado,,
Nekperkrehtideon,Adjective,Ilegítimo,,
Nekpibeon,Noun,Muerte,,
Nekpibideon,Adjective,Muerto,,
Nekplacheon,Noun,"Disgusto, desagrado",,
Nekplachideon,Adjective,Desgradable,,
Nekplachirian,Verb,"Desagradar, disgustar",,
Nekprasideon,Adjective,Impreciso,,
Nekprestin,Adverb,Tarde,,
Nekprestu,Adverb,Tarde,,
Nekprobablideon,Adjective,Improbable,,
Nekrasteon,Noun,"Distancia, lejanía",,
Nekrastideon,Adjective,"Lejano, distante",,
Nekrastin,Adverb,"Lejanamente, lejos",,
Nekrastingeon,Noun,"Alejamiento, distanciamiento",,
Nekrastirian,Verb,"Alejar, distanciar",,
Nekrealideon,Adjective,Irreal,,
Nekrehtideon,Noun,Ilegítimo,,
Nekrektideon,Adjective,"Torcido, chueco",,
Nekrektirian,Verb,Enchuecar,,
Nekreshatadideon,Adjective,"Irresoluble, insoluble",,
Nekrichadideon,Adjective,"Inalcanzable, fuera de alcance",,
Nekrulateon,Adjective,Irregularidad,,
Nekrulideon,Adjective,Irregular,,
Neksadamiulideon,Adjective,Indeciso,,
Neksakirian,Verb,Deshacer,,
Neksamatrichadideon,Adjective,Inalcanzable,,
Neksameon,Noun,Diferencia,,
Neksamideon,Adjective,"Distinto, diferente",,
Neksamin,Adverb,"Distintamente, diferentemente",,
Neksamirian,Verb,Diferir,,
Neksamplatsaribadideon,Adjective,Inalcanzable,,
Neksantemaon,Noun,Profanador,,
Neksanteon,Noun,Profanación,,
Neksantirian,Verb,Profanar,,
Neksapemaon,Noun,Ignorante,,"Nek,sap,em"
Neksapeon,Noun,"Ignorancia, desconocimiento",,"Nek,sap"
Neksapideon,Adjective,Ignorante,,"Nek,sap"
Neksapiesemeon,Noun,Desconocido,,"Nek,sap,em"
Neksapirian,Verb,"Ignorar, no saber, desconocer",,"Nek,sap"
Nekseikaribadideon,Adjective,Inalcanzable,,
Nekseikasnirian,Verb,"Arruinar, frustrar",,
Nekseikeon,Noun,Fracaso,,
Nekseikideon,Adjective,"Fallido, fracasado",,
Nekseikirian,Verb,"Fallar, fracasar",,
Neksenlistiesideon,Adjective,Desprevenido,,
Neksenratsgonaribadideon,Adjective,Inalcanzable,,
Neksensakemeon,Noun,Originalidad,,
Neksensakideon,Adjective,Original,,
Nekshaltirian,Verb,Apagar,,
Neksobideon,Adjective,"Sucio, descuidado",,
Neksobin,Adverb,Descuidadamente,,
Neksofideon,Adjective,Áspero,,
Neksorgeon,Noun,Descuido,,
Neksorgideon,Adjective,Descuidado,,
Neksorgirian,Verb,Descuidar,,
Neksuiteon,Noun,Amargura,,
Neksuitideon,Adjective,Amargo,,
Neksuitin,Adverb,Amargamente,,
Neksuitirian,Verb,Amargar,,
Neksuitirideon,Adjective,Amargado,,
Nektadashideon,Adjective,Incorrecto,,
Nektaisetsemeon,Noun,Menudencia,,
Nektaisetseon,Noun,Insignificancia,,
Nektaisetsideon,Adjective,Insignificante,,
Nektakayasneon,Noun,Abaratamiento,,
Nektakayasnirian,Verb,Abaratar,,
Nektakayideon,Adjective,Barato,,
Nektalgratadideon,Adjective,Desagradable,,
Nektalgrateon,Noun,Desagrado,,
Nektalgratirian,Verb,Desagradar,,
Nektayirian,Verb,Desatar,,"Nek,tay"
Nektayirian,Verb,Soltar,,
Nektifideon,Adjective,Superficial (de poca profundidad),,
Nektolstumasnirian,Verb,Enflacar,,
Nektolstumemaon,Noun,Flaco,,
Nektolstumideon,Adjective,"Flaco, delgado",,
Nektrokatseon,Noun,Humedal,,
Nektrokekideon,Adjective,Húmedo,,
Nektrokekirian,Verb,Humedecer,,
Nektroketeon,Noun,Humedad,,
Nektrokideon,Adjective,Mojado,,
Nektrokirian,Verb,Mojar,,
Nektuberirian,Verb,Desmentir,,
Nektuberirian,Verb,Desmentir,,
Nekukaosin,Adverb,Al aire,,
Nekuntekideon,Adjective,Secundario,,
Nekurmasteon,Verb,Autovía,,
Nekusadideon,Adjective,"Inservible, inutilizable",,
Nekutin,Adverb,De vez en cuando,,
Nekyaoshirian,Verb,Abrir (llave),,
Nekyatineon,Noun,Desconocimiento,,
Nekyatiniesemaon,Noun,Desconocido,,
Nekyatinirian,Verb,Desconocer,,
Nekyekeon,Noun,Negación,,
Nekyekirian,Verb,Negar,,
Nekyogenirian,Verb,Desaconsejar,,
Nekyoseon,Noun,Torpeza,,
Nekyosideon,Adjective,Torpe,,
Nekyubenateon,Noun,"Vejez, tercera edad",,
Nekyubenatideon,Adjective,Senil,,
Nekyubenemaon,Noun,"Viejo, anciano",,
Nekyubenideon,Adjective,"Viejo, anciano",,
Nekyubenirian,Verb,Envejecer,,
Nekyum,Preposition,Poco,,
Nekyumideon,Adjective,Poco,,
Nekyumin,Adverb,"Poco, un poco",,
Nekyumumin,Adverb,Poquísimo,,
Nel,Preposition,Sin,,
Nelasirian,Verb,Deshacerse,,
Neldekin,Adverb,Al aire libre,,
Nelichonadasneon,Noun,Independización,,
Nelichonadasnirian,Verb,Independizar,,
Nelichonadeon,Noun,Independencia,,
Nelichonadideon,Adjective,Independiente,,
Nelichonadogambraon,Noun,Independentista,,
Nelichonadogideon,Adjective,Independentista,,
Nelinmabideon,Adjective,Desconsiderado,,
Nelitayideon,Adjective,Indoloro,,
Nelkulpasneon,Noun,"Absolución, disculpa, excusa",,
Nelkulpasnideon,Adjective,Absolutorio,,
Nelkulpasnirian,Verb,"Absolver, disculpar",,
Nelkulpemeon,Noun,Inocente,,
Nelkulpeon,Noun,Inocencia,,
Nelkulpideon,Adjective,Inocente,,
Nelkulpin,Adverb,Inocentemente,,
Nellimideon,Adjective,Ilimitado,,
Nelmofasnirian,Verb,Inmovilizar,,
Nelmofeon,Noun,Inmovilidad,,
Nelmofideon,Adjective,Inmóvil,,
Nelmofingeon,Noun,Inmovilización,,
Nelmofsoreon,Noun,Solsticio,,
Nelpaureon,Noun,Tranquilidad,,
Nelpaurideon,Adjective,Tranquilo,,
Nelrespetagdemaon,Noun,Sinvergüenza,,Agd
Nelrespetagdideon,Adjective,Sinvergüenza,,Agd
Nelrufin,Adverb,Al aire libre,,
Neltaukaosideon,Adjective,Desprotegido,,
Neltenkideon,Adjective,Ingrato,,
Neltsenideon,Adjective,Sin valor,,
Nelusasneon,Noun,Inutilización,,
Nelusasnirian,Verb,Inutilizar,,
Neluseon,Noun,Inutilidad,,
Nelusideon,Adjective,Inútil,,
Nem,Pronoun,"Nada, nadie, ninguno, ninguna",,
Nemaon,Noun,Nadie,,
Nemeon,Noun,Nada,,
Nemideon,Adjective,"Ningún, ninguna, ninguno",,Nem
Nemingeon,Noun,"Asolación, aniquilación",,
Nemirian,Verb,"Asolar, aniquilar",,
Neobeon,Noun,Novedad,,
Neobideon,Adjective,"Nuevo, novedoso",,
Neobin,Adverb,Novedosamente,,
Neobingeon,Noun,Innovación,,
Neobirian,Verb,Innovar,,
Neobuyareon,Noun,Año nuevo,,
Nepaleon,Noun,Nepal,,
Nepaliomeon,Noun,"Nepalés, nepalí",,
Nepaliopaon,Noun,"Nepalés, nepalí",,
Nerabirian,Verb,Apuntar,,
Neradideon,Adjective,Accesible (que se puede ganar),,
Nerbaratideon,Adjective,Nervudo,,
Nerbeon,Noun,Nervio,,
Nerbideon,Adjective,Nervioso,,
Nerbusistemeon,Noun,Sistema nervioso,,
Neremeon,Noun,"Ganancia, adquisición",,
Nereon,Noun,"Ganancia, adquisición",,
Neririan,Verb,"Ganar, adquirir",,
Nermotseon,Noun,Nervios,,
Nermotsideon,Adjective,Nervioso,,
Nermotsirian,Verb,Estar nervioso,,
Nesemeon,Noun,Necesidad,,
Neseon,Noun,Necesidad,,
Nesideon,Adjective,Necesario,,
Nesirian,Verb,Necesitar,,
Neskchunkasnirian,Verb,Despedazar,,
Nesteon,Noun,Nido,,
Nestirian,Verb,Anidar,,
Netadreseon,Noun,Dirección (de internet),,
Netatseon,Noun,Sitio web,,
Neteon,Noun,Internet,,
Netingoneon,Noun,Acceso al internet,,
Netingonumenyerofeon,Noun,Adaptador de red,,
Netlinkeon,Noun,Enlace,,
Netmeileon,Noun,"Email, correo electrónico",,
Netrumeon,Noun,Sitio web,,
Netugeneteon,Noun,Conexión a internet,,
Netugonemaon,Noun,Internauta,,
Netugonirian,Verb,Navegar (por el internet),,
Netugonofeon,Noun,"Navegador, explorador",,
Netumeilaribatseon,Noun,Bandeja de entrada,,
Netumeilirian,Noun,Enviar email,,
NiFe (Nekikataeniesidu Flegemeon),Noun,OVNI (Objeto Volador No Identificado),,
Nikarageon,Noun,Nicaragua,,
Nikaragiopaon,Noun,Nicaragüense,,
Nikureon,Noun,Carne,,
Nikurnamnemeon,Noun,Carnívoro,,
Nikurnamnideon,Adjective,Carnívoro,,
Niots-hanusemaon,Noun,Diestro,,"Niots,han,us,em"
Niotsideon,Noun,"Derecho, derecha",,Niots
Niotsin,Adverb,A la derecha,,Niots
Niponeon,Noun,Japón,,
Niponideon,Adjective,Japonés,,
Niponiomeon,Noun,Japonés,,
Niponiopaon,Noun,Japonés,,
Niteyeon,Noun,"Programa, reserva",,
Niteyingeon,Noun,"Programación, reservación",,
Niteyirian,Verb,"Agendar, programar, reservar",,
Niteyubukeon,Noun,Agenda,,
Nofeon,Noun,Botón,,
Nofirian,Verb,"Abotonar, abrochar",,
Noh(in),Adverb,"Todavía, aún",,
Nokor,Pronoun,El resto,,
Nokoreon,Noun,Resto (lo que falta de un todo),,
Noktasirian,Verb,Anochecer,,
Nokteon,Noun,Noche,,
Noktideon,Adjective,Nocturno,,
Noktin,Adverb,"Nocturnamente, por la noche, de noche",,
Noktirian,Verb,Ser de noche,,
Noktuhalfeon,Noun,Medianoche,,
Noktunamneon,Noun,Cena,,
Noktunamnirian,Verb,Cenar,,
Noktutableon,Noun,"Velador, mesa de noche",,
Noralkeon,Noun,Cerebelo,,
Nordamerikeon,Noun,Norteamérica,,
Nordamerikideon,Adjective,Norteamericano,,
Nordamerikiopaon,Noun,Norteamericano,,
Nordesteon,Noun,Noreste,,
Nordestin,Adverb,Al noreste,,
Nordideon,Adjective,"Norteño, septentrional",,
Nordin,Adverb,Al norte,,
Nordubesteon,Noun,Noroeste,,
Nordubestin,Noun,Al noroeste,,
Nordukoreyeon,Noun,Corea del Norte,,
Nordukoreyeon,Noun,"Corea del Norte, Norcorea",,
Nordukoreyiopaon,Noun,Norcoreano,,
Nordukoreyiopaon,Noun,Norcoreano,,
Nordumasedoneon,Noun,Macedonia del Norte,,
Nordumasedoniomeon,Noun,Macedonio,,
Nordumasedoniopaon,Noun,Macedonio,,
Noremeon,Noun,Seso,,
Noreon,Noun,Cerebro,,
Norgoneon,Noun,Noruega,,
Norgoniomeon,Noun,Noruego,,
Norgoniopaon,Noun,Noruego,,
Norideon,Adjective,Cerebral,,
Noriokambreon,Noun,Competidor,,
Noriokeon,Noun,Competencia,,
Noriokideon,Adjective,Competitivo,,
Noriokirian,Verb,Competir,,
Noronteon,Noun,Cráneo,,
Noseon,Noun,"Falta, carencia, ausencia",,
Nosideon,Adjective,"Faltante, ausente",,
Nosirian,Verb,Faltar,,
Notbukeon,Noun,Cuaderno,,
Noteon,Noun,"Nota, apunte",,
Notiremeon,Noun,Anotación,,
Notirian,Verb,"Anotar, apuntar",,
Novemonateon,Noun,Noviembre,,
Núcleo,Noun,Nukleon,,
Nuef,Adjective,Nueve,,
Nuefan,Adjective,Noveno,,
Nuefmonateon,Noun,Septiembre (formal),,
Nuklideon,Adjective,Nuclear (relativo al núcleo),,
O,Pronoun,Él,,
Oaseon,Noun,Oasis,,
Obamereon,Noun,Yema,,
Obeon,Noun,Huevo,,
Obladadideon,Adjective,Controlable,,
Oblademeon,Noun,Controlador,,
Obladeon,Noun,Control,,
Obladideon,Adjective,Controlador,,
Obladirian,Verb,Controlar,,
Obladofeon,Noun,"Control, controlador",,
Obliteon,Noun,Olvido,,
Oblitirian,Verb,Olvidar,,
Oblitiulideon,Adjective,Olvidadizo,,
Obocheon,Noun,Ceja,,
Oboedasnirian,Verb,Adiestrar,,
Oboedeon,Noun,Obediencia,,
Oboedideon,Adjective,Obediente,,
Oboedirian,Verb,Obedecer,,
Obublankeon,Noun,Clara,,
Obuformeon,Adjective,Oviforme,,
Obuformeon,Noun,"Ovoide, oviforme",,
Obugipasideon,Adjective,Ovíparo,,
Ochayatseon,Noun,Casa de té,,
Ochayeon,Noun,Té,,
Odadeon,Noun,Audibilidad,,
Odadideon,Adjective,"Audible, oíble",,
Odeon,Noun,Audición,,
Odideon,Adjective,Auditivo,,
Odingemeon,Noun,Oyente,,
Odingupeon,Noun,Auditorio,,
Odirian,Verb,Oír,,
Odofeon,Noun,"Auricular, aparato para sordos",,
Odorganeon,Noun,Oído,,
Odoslasnirian,Verb,Someter,,
Odosleon,Noun,Sumisión,,
Odoslideon,Adjective,Sumiso,,
Oenadgirian,Verb,Rehacer (no material),,
Oenakteon,Noun,Reacción,,
Oenaktirian,Verb,Reaccionar,,
Oenbegeon,Noun,Reinicio,,
Oenbegirian,Verb,Reiniciar,,
Oenbisemaon,Noun,"Revisor, supervisor",,
Oenbiseon,Noun,Revisión,,
Oenbisirian,Verb,Revisar,,
Oenfulirian,Verb,Rellenar,,
Oengoneon,Noun,Retorno,,
Oengonirian,Verb,Retornar,,
Oenkameon,Noun,"Regreso, retorno",,
Oenkamirian,Verb,"Volver, regresar",,
Oenkeleon,Noun,Reunión,,
Oenkelirian,Verb,Reunir,,
Oenmemoreon,Noun,Recuerdo,,
Oenmemoringeon,Noun,Rememoración,,
Oenmemoririan,Verb,"Recordar, rememorar",,
Oenpibaseon,Noun,Resurrección,,
Oenpibasirian,Verb,Resucitar,,
Oenpibirian,Verb,Revivir,,
Oensapeon,Noun,Reconocimiento,,
Oensapirian,Verb,Reconocer,,
Oenyatineon,Noun,Reconocimiento,,
Oenyatinirian,Verb,Reconocer,,
Oenyubeneon,Noun,Rejuvenecimiento,,
Oenyubenirian,Verb,Rejuvenecer,,
Ofedemaenirian,Verb,Ofrendar,,
Ofedemeon,Noun,Ofrenda,,
Ofedeon,Noun,Ofrecimiento,,
Ofedirian,Verb,Ofrecer,,
Oftateon,Noun,Regularidad,,
Ofteon,Noun,Frecuencia,,
Oftideon,Adjective,Frecuente,,
Oftin,Adverb,"A menudo, frecuentemente",,
Ogin,Adverb,"Incluso, hasta",,
Ogkos,Adverb,"Aunque, incluso si",,
Ogkos nekyum,Expression,Por poco que,,
Ogreon,Noun,Ogro,,
Oich,Adjective,Ocho,,
Oichan,Adjective,Octavo,,
Oichmonateon,Noun,Agosto,,
Ok,Noun,"Ok, vale, dale",,
Okameon,Noun,Gemido,,Okam
Okamirian,Verb,Gemir,,Okam
Okaneon,Noun,Dinero,,
Okanideon,Adjective,"Dinerario, económico",,
Okanrefseon,Noun,Multa,,
Okanrefsirian,Verb,Multar,,
Okas,Preposition,Con ocasión de,,
Okasasnirian,Verb,"Ocasionar, causar, dar lugar a",,
Okasemeon,Noun,"Suceso, acontecimiento, evento",,
Okaseon,Noun,"Ocasión, acontecimiento, suceso",,
Okasideon,Adjective,Ocasional,,
Okasin,Adverb,"Ocasionalmente, a veces, de vez en cuando",,
Okasirbideon,Adjective,Pendiente,,
Okasiremeon,Noun,Hecho,,
Okasirian,Verb,"Ocurrir, acontecer, suceder, pasar",,
Okonchatideon,Adjective,Definitivo,,
Okonchatin,Adverb,Definitivamente,,
Oktiareon,Noun,Otoño,,
Oktiarideon,Adjective,Otoñal,,
Oktobrismonateon,Noun,Octubre,,
Okulemaon,Noun,Oculista,,
Okuleon,Noun,Ojo,,
Okulglaseon,Noun,Gafa,,
Okulhareon,Noun,Pestaña,,
Okulhareon,Noun,Pestaña,,
Okulharmakiacheon,Noun,Rimel,,
Okulideon,Adjective,Ocular,,
Ol,Preposition,"Solo, solamente",,
Olbadatseon,Noun,Fundición,,
Olbadeon,Noun,"Fusión, derretimiento",,
Olbadirian,Verb,"Fundir, derretir",,
Olbadupunkeon,Noun,Punto de fusión,,
Olbaduyukeon,Noun,Aguanieve,,
Oldaleon,Noun,"Costado, lado, lateral",,
Oldalideon,Adjective,Lateral,,
Olideon,Adjective,Único,,
Olin,Adverb,"Solo, solamente, únicamente",,
Om,Adverb,Ya,,
Omachkeon,Noun,Salsa,,
Omachkeon,Noun,Salsa,,Omachk
Omaneon,Noun,Omán,,
Omaniopaon,Adjective,Omaní,,
Omoyideon,Adjective,Pesado,,
Omoyubunribeon,Noun,Peso,,
Omoyumedeon,Noun,Pesaje,,
Omoyumedirian,Verb,Pesar,,
Omoyumedofeon,Noun,Pesa,,
On,Preposition,"En, encima de",,On
Ondeon,Noun,Onda,,
Ondideon,Adjective,Ondular,,
Ondiesideon,Adjective,Ondulado,,
Ondingeon,Noun,Ondulación,,
Ondirian,Verb,Ondular,,
Onesteon,Noun,"Honestidad, honradez",,
Onestideon,Adjective,"Honesto, honrado",,
Onestin,Adverb,"Honestamente, honradamente",,
Ongakdiskeon,Noun,Disco musical,,
Ongakemaon,Noun,Músico,,
Ongakemaonupeon,Noun,"Banda, grupo",,
Ongakemeon,Noun,Pieza musical,,
Ongakgrupeon,Noun,Banda,,
Ongakideon,Adjective,Musical,,
Ongakirian,Verb,"Hacer música, tocar música",,
Ongakofeon,Noun,Instrumento musical,,
Ongonirian,Verb,Ir encima,,
Onke,Conjunction,Aunque,,
Onkrai,Preposition,Más allá de,,
Onkraiyerdideon,Adjective,Extraordinario,,
Onkran,Adverb,Más allá,,
Onkrangoneon,Noun,Avance,,
Onkrangonirian,Verb,Avanzar,,
Onmofirian,Verb,Mover encima,,
Onputirian,Verb,Poner encima,,
Oos,"Adjective, Adverb","Su (de él), suyo",,
Opirasnemaon,Noun,Publicista,,
Opirasningeon,Noun,Publicación,,
Opirasnirian,Verb,Publicar,,
Opiremeon,Noun,Publicación,,
Opirideon,Adjective,Público,,
Opirin,Adverb,Públicamente,,
Oposeon,Noun,Oposición,,
Oposideon,Adjective,Opuesto,,
Oposirian,Verb,Oponerse,,
Orangeon,Noun,Naranjo (color),,
Orangideon,Adjective,Naranja (color),,
Oranyeon,Noun,Naranja (fruta),,
Oranyubaumeon,Noun,Naranjo (arbol),,
Ordeon,Noun,Orden,,
Ordideon,Adjective,Ordenado,,
Ordirian,Verb,Ordenar,,
Ordiulideon,Adjective,Ordenado,,
Ore,Conjunction,"O, u",,
Oreleon,Noun,Águila,,
Organalkeon,Noun,"Organelo, orgánulo",,
Organideon,Adjective,Orgánico,,
Organupemeon,Noun,Organismo,,
Orikuleon,Noun,Oreja,,
Orimoneon,Noun,"Tela, género, tejido",,
Oro,Preposition,"O, u",,Oro
Os,Preposition,De (posesión),,
Osernadideon,Adjective,"Expresable, manifestar",,
Oserneon,Noun,"Expresión, manifestación",,
Osernirian,Verb,"Expresar, manifestar",,
Osorateon,Noun,Autoría,,
Osoreon,Noun,"Autor, escritor",,
Ostereon,Noun,Austría,,
Osterideon,Adjective,Austríaco,,
Osteriopaon,Noun,Austríaco,,
Osubeon,Noun,"Empujón, empuje",,
Osubirian,Verb,Empujar,,
Otenadideon,Adjective,Obtenible,,
Oteneon,Noun,Obtención,,
Otenirian,Verb,Obtener,,
Otinisheon,Noun,Atracción (sexual),,
Otinishideon,Adjective,Atractivo,,
Otinishirian,Verb,Atraer (sexualmente),,
Oyameon,Noun,"Boca, hocico",,
Oyamhaltofeon,Noun,Mordaza,,
Oyamhaltofputirian,Verb,Amordazar,,
Oyamideon,Adjective,"Oral, bucal",,
Oyamtuheon,Noun,Servilleta,,
Oyogatseon,Noun,Piscina,,
Oyogemaon,Noun,Nadador,,
Oyogemhlidateon,Noun,Salvavidas,,
Oyogeon,Noun,"Natación, nado",,
Oyogirian,Verb,Nadar,,
Oyogofeon,Noun,Aleta,,
Oyogumalseon,Noun,Traje/ropa de natación,,
Padeon,Noun,"Almohadilla, plataforma",,
Pai,Interjection,"Chao, adiós",,
Pailemaon,Noun,Arquero,,
Paileon,Noun,Arco,,
Paintemaon,Noun,Pintor,,
Painteon,Noun,Pintura,,
Paintfremirian,Verb,Encuadrar,,
Paintirian,Verb,Pintar,,
Pairtedambreon,Noun,Partidario,,
Pairtedandeon,Noun,Líder del partido,,
Pairtedeon,Noun,Partido (político),,
Pairtedideon,Adjective,Partidista,,
Paiseyirian,Verb,Decir adiós,,
Paiyeon,Noun,Despedida,,
Paiyirian,Verb,Despedirse,,
Pakistaneon,Noun,Pakistán,,
Pakistaniopaon,Noun,Pakistaní,,
Palaseon,Noun,Palacio,,
Palestineon,Noun,Palestina,,
Palestiniopaon,Noun,Palestino,,
Palirian,Verb,Palear,,
Palmakineon,Noun,Buldozer,,
Palmeon,Noun,"Palmera, palma",,
Palofeon,Noun,Pala,,
Palomatseon,Noun,Palomar,,
Palomeon,Noun,Paloma,,
Palomiteon,Noun,Pichón,,
Palteon,Noun,"Palta, aguacate",,
Paltubaumeon,Noun,Palto,,
Panameño,Noun,Panamiopeon,,
Panameon,Noun,Panamá,,
Panasemaon,Noun,Querellante,,
Panaseon,Noun,Querella,,
Panasirian,Verb,Querellar,,
Pankreon,Noun,Páncreas,,
Pankrideon,Adjective,Pancreático,,
Pankrinfleon,Noun,Pancreatitis,,
Pantalalkeon,Noun,Shorts,,
Pantaleon,Noun,Pantalón,,
Papemeon,Noun,Creador,,
Papeon,Noun,Creación,,
Papideon,Adjective,Creativo,,
Papirian,Verb,Crear,,
Papiuleon,Noun,Creatividad,,
Papiulideon,Adjective,Creativo,,
Papogeon,Noun,Creacionismo,,
Paraguayeon,Noun,Paraguay,,
Paraguayiopaon,Noun,Paraguayo,,
Paredeon,Noun,Pared,,
Pareduhoraratofeon,Noun,Reloj (de pared),,
Parkeon,Noun,Parque,,
Parteon,Noun,Parte,,
Partideon,Adjective,Parcial,,
Partin,Adverb,"En parte, parcialmente",,
Partingeon,Noun,Partición,,
Partirian,Verb,"Partir, dividir",,
Partteikemeon,Noun,Participante,,
Partteikeon,Noun,Participación,,
